sentence,label,avg_nll,p95,run
Maggie includes a finite set.,-1,5.659504,10.271788,3
Pete advertises a bathing device to null.,-1,6.704171,10.778613,3
Four lower branches of the space anastomoses arterys nod a vehicle controller.,-1,6.907493,12.193495,7
A human adult plugged a valid card.,-1,7.456821,11.163815,8
Four human babys played.,-1,9.424968,9.576332,5
Abigail steals a freezer from a nation.,-1,6.408359,12.283407,3
Adriana shows a skeet shooting to null.,-1,6.003752,11.537185,3
6 humans subjects some biologically active substance to null.,-1,7.415534,11.256184,5
A human adult is searching for a an ATM machine.,-1,5.065313,9.344506,3
5 gastropods smell with a cervical vertebra bone.,-1,5.959740,10.933637,2
A human performed.,-1,8.029653,8.325897,4
A wheel bears the hole.,-1,7.024014,10.492840,3
A furniture will be roughenning a gastrocnemius.,-1,5.703163,12.057640,3
A human child pips a hand gun.,-1,6.176582,8.538255,5
Bunny will be massaging Duncan.,-1,6.239944,11.739775,3
A fish will suspire a parrot.,-1,6.223157,9.377572,4
Sara was painting a ship berth.,-1,6.060839,9.742553,4
Some unnildecium is firing.,-1,7.004260,13.023650,4
A human is not lending a joint doctrine to null.,-1,6.993590,11.509505,3
A domestic dog swoped a cutting device with a retail store.,-1,6.027398,11.090715,5
A human will disburse Roland.,-1,7.809659,8.862748,7
Who was not controlling Conan?,-1,7.300407,11.890592,5
8 human children smell with a masseteric artery.,-1,6.415085,10.969870,5
A guide book drinks some skimmed milk.,-1,5.988346,10.003614,6
8 human children envisages a probability attribute.,-1,8.143920,11.829172,5
Who waters a basement?,-1,7.544644,10.892259,4
A domestic dog will protect a barrier.,-1,5.974950,9.590354,5
A parrot perceives a biological process.,-1,5.249767,9.062689,3
A platelet ironed a paper.,-1,6.741916,11.379345,5
5 human children look for a a greeting.,-1,7.133690,11.206917,4
Anne won't be getting from some espresso null.,-1,7.576648,11.525752,5
Sebastian is not forgiving a subjective emotional feeling to null.,-1,6.725330,11.258120,10
A human child will dodge a hydrometer.,-1,6.345983,11.388536,5
Who was slicing zero left metatarsal 1 bones with a blade?,-1,5.841490,13.187132,6
A DVD will bear the hole.,-1,6.733459,10.418917,4
A human cleaned UNK_LOC_2.,-1,7.510687,12.943577,6
Roger canvass a surface ground area.,-1,7.573311,10.430385,4
A human baby is peeling a skin from a clostridium perfringens.,-1,3.722412,8.325897,3
A steering column lock will be suffering a bronchial artery an auditorium.,-1,5.654800,14.504606,3
A family group will evacuate from a residence.,-1,5.007446,6.454417,5
Roy poured some skimmed milk into a bottle.,-1,4.837651,10.397797,2
A buffalo dumps some sheep milk.,-1,7.616694,11.964502,3
A gun cylinder inflated with the gas.,-1,6.251557,10.125140,4
A crustacean doesn't add some sodium lactate.,-1,5.519420,9.464161,4
Some mutton will be comminuting a cabbage plant.,-1,5.824863,9.687212,4
Four human children were not skinning an eyelid from a sheep.,-1,5.464663,9.367103,3
A ship berth lost a ships hull.,-1,6.687543,9.917059,7
A self powered road vehicle will support an alveolus a saint louis encephalitis virus.,-1,5.123527,8.739675,10
A cheetah substitutes a bottle for a court room.,-1,5.081936,10.885941,2
A human adult is slicing a tricep with a blade.,-1,4.759432,8.981129,3
Walter transforms a constant quantity.,-1,7.140473,10.312902,3
A hospital organization protects a lid.,-1,7.562142,9.566673,4
A hen imbibes 15.3 united states gallons of wine.,-1,4.962048,12.497901,4
A human will be soldering some steel.,-1,5.448656,8.325897,3
A human adult will loan a doll to null.,-1,6.847078,12.591395,5
A wool won't be roughenning a non flowering plant.,-1,6.286961,11.425175,6
A virus single stranded reveals a fungus.,-1,7.392409,11.567795,3
A bridge was financing 5 medial femoral circumflex descending superficial branch arterys a military installation.,-1,6.686912,14.545323,5
A human adult was sculpting a shrimp.,-1,6.078638,11.115440,5
Some steam will be boiling.,-1,6.505397,7.678259,3
A man will be pipping a M3M.,-1,5.901856,9.286743,4
Roger is breathing a marriage certificate.,-1,7.386302,10.753893,6
A human will be playing.,-1,5.897763,7.419597,3
Who will reveal a weather forecast to an airport by runway surface?,-1,6.040938,9.221458,6
A humerus is dividing from a left intermediate foot phalanx IV bone.,-1,5.667715,11.425801,4
A constant quantity will strengthen.,-1,7.448941,9.167717,6
Kellie will be vandalising 18.4 cups of stimulant drug.,-1,5.342288,13.268714,3
A government has not assailed.,-1,6.341712,8.251188,7
A human will evince a tire to a man.,-1,5.854132,10.972775,4
A viral disease infects a neisseria gonorrhoeae.,-1,3.697188,9.179192,4
A human was comparing a dvd player.,-1,6.466611,11.215336,4
Who controlled Yvonne?,-1,5.951219,7.917111,4
A domestic dog will bray 8 beetss.,-1,6.913835,11.164562,5
A vulture isn't nodding a left radius.,-1,6.651217,13.406961,3
A human child was reading a a message.,-1,6.175268,9.937275,3
A bird watches at a turkey bird.,-1,6.243946,8.611206,4
A human adult was performing.,-1,6.763529,7.372944,6
A balloon inflated with a coffea arabica.,-1,5.629139,9.685719,3
Five human children question Susan.,-1,8.442606,10.400074,6
A viral disease will infect a salmonella typhimurium.,-1,3.971636,8.345729,5
A child-care service is not damaging a place of commerce.,-1,5.829940,9.731860,4
Who finds a skull?,-1,6.657705,9.654814,2
6 human children shoot a shot gun.,-1,7.117029,9.810123,7
Mitchell regards at an electrocardiogram.,-1,5.259763,10.690188,4
A mammal was not spraying some skimmed milk.,-1,5.740043,11.042698,5
A domestic animal drinks some two percent milk.,-1,6.799384,9.904366,8
Who has not planned a comparing?,-1,6.676736,7.875220,2
A crocodile is burying a deep circumflex iliac artery.,-1,4.673856,11.978861,2
A goose hears a barking.,-1,6.079418,10.878013,3
A tuna doesn't reexamine at some mussel.,-1,6.024210,12.453738,3
A vertebrate will not catch an eukaryotic cell.,-1,4.102431,8.395829,3
A human child took some substance.,-1,6.772567,8.325897,7
An Evangelical fellowship of congregational churches will be converting a Methodist church for a business center.,-1,4.642445,10.700389,2
Nicholas will not be envisaging a south slavic language.,-1,5.481493,10.463240,2
A deity commands Patrick.,-1,8.874272,10.985162,5
A human befriends a man.,-1,6.473832,8.646447,4
A human child is not producing a measuring device.,-1,5.633002,10.609456,3
A human adult will be posting a collarbone to a nursery.,-1,6.160999,11.799768,4
Douglas isn't painting a cabbage plant.,-1,6.149281,11.436315,2
Gordon will be designating a human adult to accomplish UNK_noun_3.,-1,5.730866,11.619171,5
A human will be reproducing a viral core.,-1,5.537252,9.480684,3
Six human children voted.,-1,8.348493,8.963557,5
An unit of information was decreasing.,-1,6.918442,10.838876,4
A printer combined with some benzodiazepine.,-1,5.119381,11.871701,3
Milton will be construing a factual text.,-1,6.105413,10.857347,3
Judith was visitting a vocational school to a Union of evangelical churches.,-1,5.708480,11.984230,3
A retail store refinanced a mortgage.,-1,5.558729,10.110365,2
A human planned an operation planning.,-1,7.158296,9.416476,7
A football team was interchanging an infantry unit for a geopolitical area.,-1,5.375443,10.748653,2
An animal switched a flowering plant with a legislative organization.,-1,6.689687,13.983276,5
An outboard engine will choke a locomotive.,-1,5.307307,9.653873,4
A human will combine with 12 ton masss of francium.,-1,5.975622,10.140780,5
A cattle isn't seeing a black cherry tree.,-1,5.848731,11.461644,3
Nine human adults doesn't break a text document.,-1,7.060407,11.668762,4
A human child injects some tranexamic acid into a puppy.,-1,4.707834,10.423744,4
A human gives 5 currency bills to a human adult.,-1,5.189677,9.923300,4
Who commands Lilita?,-1,6.617857,8.495171,5
A livestock will hunt a cattle.,-1,6.785516,9.030231,4
Zero humans farmed a grape vine.,-1,7.245666,11.968886,3
Gladys was helping Sylvia.,-1,6.016529,9.294086,4
Melvin will disburse Allan.,-1,7.389384,9.463591,5
A human youth ate some tofu.,-1,7.075039,10.049856,6
A hepatitisB virus passes some urine from a kidney.,-1,6.723180,11.896242,3
6 octopi catches a turbine.,-1,8.442062,10.524461,4
A human has not promoted a Chevrolet automobile to null.,-1,6.570316,12.134522,5
5 human adults will dredge a territorial sea.,-1,6.952188,11.280079,5
Four human babys doesn't perform.,-1,8.776334,14.396838,4
A human baby reproduces 4 applications.,-1,6.442229,12.895531,4
Who was pointing 9 hamate bones with a gear tooth?,-1,6.367241,13.173525,4
Seven rodents run a kangaroo.,-1,7.125580,11.219383,5
Frances will vandalise a forehead.,-1,6.649424,12.815691,2
Some ice is freezing.,-1,6.212569,7.650125,2
Doreen was binding a plant stem to a plant root.,-1,5.087229,7.514648,2
Stanley canvass a place of worship.,-1,5.643103,9.871709,2
Constance pointed a telephone with an oboe.,-1,5.959756,10.278051,6
Judith takes from some stimulant drug null.,-1,7.296597,14.482128,4
A human plans a sexual reproduction.,-1,6.652767,8.874115,3
A human adult will iron a Bone.,-1,7.822804,11.029917,5
A human child will be reproducing some dough.,-1,6.188812,12.021186,4
A water vehicle will work.,-1,6.505938,8.022399,6
A human is not bringing Alcyon to a tea plant.,-1,5.776993,9.917926,3
A human youth canvased some Spelt flour.,-1,7.828173,12.250517,9
A human child treats a lambskin.,-1,5.463818,9.263680,4
A cub doesn't draw an arm.,-1,6.165270,10.886357,4
A human adult was not fishing a tuna.,-1,6.522579,8.325897,8
Who has not submitted an Evangelical church to null?,-1,5.998868,11.728973,2
An OHP transparency is frosting.,-1,7.921150,13.229895,4
A six cylinder engine will not be combining with a railroad track.,-1,4.973511,11.013894,3
A human adult was comparing an ethnic group.,-1,6.211310,9.058600,7
An invertebrate was comprehending an eye.,-1,5.322747,6.593222,5
A carnivore has not protected a kitten.,-1,5.548470,9.566255,3
A faecalibacterium prausnitzii was sharing a permanent residence null.,-1,4.415576,12.983460,2
A hoofed mammal will be hearing a thunder.,-1,5.482880,9.709040,3
5 gastropods pulled some aloe vera gel.,-1,5.657988,9.689246,4
A human adult purchases a cauliflower a computer password.,-1,7.114571,10.581730,4
A corporation will share some petroleum lubricant a transportation company.,-1,6.530512,10.539830,7
A human baby was injecting some B12 vitamin into null.,-1,6.223732,13.241693,3
Judy destines a human adult to accomplish a terminating employment.,-1,6.735288,14.352105,3
Maurice reads a a report.,-1,5.935676,9.401785,3
Eight humans acquires from an art school a human adult.,-1,6.542497,10.384838,7
A company- military assails.,-1,8.624822,10.885027,7
Zero human children pestles a lyrics.,-1,9.522225,13.075767,8
A human child shoots 14.161 moles of shiga toxin into null.,-1,6.359025,11.010573,9
A viral disease has not infected a variola minor.,-1,5.826519,9.179192,6
Two human babys befriend Claudia.,-1,8.585056,13.234903,4
A human was classing a finite set.,-1,6.074148,9.101404,5
A human adult toys.,-1,7.859465,8.325897,5
A medulla matches a Snellen chart a ship deck.,-1,6.649891,11.776259,4
8 humans will be befriending Gloria.,-1,6.752582,13.020929,3
A heavy machine gun platoon was attacking.,-1,4.583813,7.346803,3
Some industrial alcohol was poisonning a coffea arabica.,-1,6.707673,12.290707,6
A human child pressed a costae verae.,-1,7.477676,11.609146,4
A stage coach reproduced a cannula.,-1,7.799293,13.000711,8
A hominid isn't running Frederick.,-1,6.562552,10.794946,3
A gastropod catches at a cabbage.,-1,5.592984,9.445922,2
A baptistsamfundet doesn't ascertain.,-1,6.446786,12.124052,4
A human doesn't store a christian bible.,-1,6.274057,8.857231,3
Morris expresses a washing device to 9 men.,-1,6.283343,10.676716,8
A human child will not steal some precious gemstone from a family group.,-1,4.984951,8.325897,4
Ten human children are playing.,-1,6.398826,9.280792,3
Who will be borrowing from a missile null?,-1,7.086723,12.533043,4
A human child got from a playground null.,-1,7.289520,10.031174,5
A tick borne encephalitis virus is relinquishing a bacillus cereus.,-1,4.599591,11.837686,4
A human will be setting a vehicle light.,-1,5.918486,8.325897,3
Who was acquiring from a Shaftesbury society 9 human children?,-1,6.276818,13.682425,5
A man dodges a car alarm.,-1,4.959698,9.323408,3
An aortic arch is dissevering from a C4 vertebra bone.,-1,4.423703,8.912189,2
An unit of measure was not fortifying.,-1,6.106002,12.851789,3
A poodle comprehends a text.,-1,6.045557,8.556973,4
10 coniferss protect an atmospheric region.,-1,8.296861,12.659908,9
An arachnid assails.,-1,5.812021,7.684974,3
A human operated Alba.,-1,7.285204,9.060528,6
Derrick will pour 0.858 teus of espresso into a bag.,-1,5.749361,9.912920,6
A human child points 0 lumbar vertebra bones with a hand tool.,-1,5.437242,9.791915,8
Jacinta will be evincing a residence to a right intermediate phalanx III bone.,-1,6.026336,11.623152,3
A gastropod was ducking to avoid a a poster.,-1,5.285093,12.706963,3
William is determining a gyrator.,-1,7.872951,13.495653,5
A wastebasket is choking a right true rib 2 bone.,-1,6.675346,13.296677,4
Some RNA molecule loaned a pipeline to null.,-1,7.843841,13.940063,4
A human child doesn't inherit a doll.,-1,5.264840,8.022537,4
9 human adults will be envisaging some sorbet.,-1,7.043126,10.948231,5
A human wasn't borrowing from a left calcaneus bone null.,-1,6.405741,14.004539,3
Some wood alcohol is poisonning a yellow fever virus.,-1,6.673260,9.972322,3
A pendulum compared a market.,-1,7.168178,12.285595,4
Bertie will toy.,-1,6.794041,7.471658,3
A monkey is lubricating some petroleum product.,-1,5.971070,10.777551,3
A fungal agent radiates a jumper cable a finger.,-1,6.809040,12.710251,4
A deity doesn't command an angel.,-1,5.726941,8.595173,3
An Aspen tree strangled four common wheat grains.,-1,7.095920,10.234690,4
6 tax returns will suffer 7 ocular group arterys a SARS_CoV-2.,-1,5.951553,10.937933,8
A vehicle wheel roughened a curb.,-1,7.009959,8.344023,7
A human adult is thinking a history.,-1,6.325592,9.756325,3
Who was seating a human youth to a an auditorium seat?,-1,6.408559,12.453262,7
A rodent doesn't drink some vodka.,-1,5.641428,8.379351,3
19.11 liters of alcoholic beverage won't be fermenting.,-1,5.415351,11.849520,2
Eight humans was assisting UNK_PERSON_1.,-1,8.490775,11.935196,7
A man is attacking.,-1,5.653792,6.653051,2
A human child was slicing a handle with a forty eight foot container.,-1,6.239365,11.420486,4
A letter will protect some potable water.,-1,6.757705,10.038658,7
A domestic cat fired.,-1,7.680046,9.590355,2
A social unit has not evacuated from an apartment building.,-1,5.443899,8.355372,6
Who is disbursing Cheryl?,-1,5.998007,13.848549,2
A submerged land area closes.,-1,6.924423,11.288589,6
Morgan doesn't seat a man to a an auditorium seat.,-1,5.282293,12.165044,3
Zero mosquitoes won't hear a thunder.,-1,7.132663,10.599378,3
An unit of area is minifying.,-1,7.083698,13.076812,5
Alfonso won't purchase a Seagull outboard an embassy building.,-1,5.840755,10.765329,3
A kufiyyah is suffering 5 right intermediate phalanx II bones a squirrel.,-1,6.738062,15.084594,7
