sentence,avg_nll,p95,human_label
A human child won't be producing a livestock.,6.26749,9.415774,2
A woman has not heard a vocalizing.,5.995448,8.147778,1
A vertebrate watches at an elbow.,6.586135,12.2113,1
A man pipped a rifle.,6.72569,9.343271,-3
A human child was watering a fictional text.,7.093126,11.13023,2
Who is befriending three human youths?,5.61649,10.089355,2
Some ice vaporises.,7.679501,9.904516,2
Zero broccolis will divide from an organism.,7.064007,10.599378,2
A human adult has not vandalised a woody plant.,5.490849,11.185847,2
Cora ravished Mabel.,6.535819,7.612882,2
A human will purchase a communication radio a computer memory.,6.787663,8.479606,1
A human was xeroxing a toothbrush.,5.376991,11.055876,2
Who has not dishonoured a human adult?,5.099065,10.526128,2
Some biopolymer dissevers from a plant spinose structure.,5.941293,11.338299,1
Alphonso was purchasing an organism remains a book store.,6.9581,12.147898,1
Sam will reproduce some latte.,7.67497,11.671477,2
A Baptist church doesn't share a poster a CYFA.,6.588791,11.56783,-1
A right metatarsal 1 bone harms a bacillus anthracis.,5.342266,13.156099,1
A temperature control fires.,7.932537,9.780685,2
A human youth pours some skimmed milk into a strainer.,4.70859,10.402699,2
A human adult will vandalise an Independent church.,6.978208,12.363157,2
Three human children read a a motion picture.,6.772956,10.285119,1
A human child slices a picture frame with a knife.,4.649342,8.325897,2
A constant quantity strengthens.,8.134309,9.167717,1
A human adult will not be befriending Ethel.,5.720189,12.593088,2
A lamb will be jawing 6 reptiles.,5.981114,12.573257,1
A warm blooded vertebrate isn't hearing a barking.,4.999048,10.573545,2
A Union of evangelical churches unveils a seabed area.,6.25457,14.294284,1
A human child slited an organism remains with a blade.,6.377384,9.945018,2
Monica was not searching for a some receptor protein.,6.118195,12.567781,2
Arnold is not vandalizing a weapon.,5.657714,10.909307,2
A human child will convey a desk to a doctrine.,6.419671,11.121869,-1
Some ice froze.,7.986502,9.904516,2
A recording company sells some calamari an Airline.,7.22621,10.953375,-3
Lucas doesn't convey with Alec.,6.419301,10.101192,1
A radio receiver was falling some FinishedLumber nine Joint Publications.,8.997002,14.492847,-3
Susan was analysing a musical instrument.,5.586315,10.101236,2
A hoofed mammal doesn't dump an ivory.,6.224198,11.625341,2
A human doesn't compare a charismatic church.,6.849093,8.857231,2
A human photocopies a letter.,5.607318,8.325897,2
10 human adults will be including a finite set.,6.385669,11.163191,2
A human child will be wading through a river.,4.331384,8.325897,2
A human baby conveys some receptor protein to a chromosome.,5.784719,11.155101,-1
2 human babys will be reproducing nine factual texts.,7.72123,13.492884,-1
A human adult will not be soldering some steel.,6.195213,8.325897,2
A human won't be pouring some processed gaot milk into a fluid container.,6.686062,12.045629,2
Some ice will not be boiling.,6.481564,9.904516,2
A fish will be imbibing some distilled alcoholic beverage.,5.188007,8.8388,1
A human child will not be shooting a revolver gun.,5.56857,8.325897,2
A human will be examining at a superior laryngeal artery.,4.793262,9.545639,2
A human child is questioning a human child.,4.970027,8.325897,2
A precise destruction lubricates a drum brake.,6.770276,11.280733,-1
Seven paddy rices are not chilling an estuary.,6.29276,9.57107,1
A knee was constricting an intermediate cuniform bone.,6.756322,10.636659,-1
A human adult was shooting a hand gun.,5.347982,8.325897,2
Lydia was soldering some steel.,5.645658,10.127499,2
A human adult kicks a cove with a bullet.,6.032352,9.185659,-3
Four lower branches of the space anastomoses arterys nod a vehicle controller.,6.907493,12.193495,-1
A human adult plugged a valid card.,7.456821,11.163815,1
Four human babys played.,9.424968,9.576332,2
Abigail steals a freezer from a nation.,6.408359,12.283407,1
A human adult is searching for a an ATM machine.,5.065313,9.344506,2
5 gastropods smell with a cervical vertebra bone.,5.95974,10.933637,-3
A human performed.,8.029653,8.325897,2
A wheel bears the hole.,7.024014,10.49284,1
A furniture will be roughenning a gastrocnemius.,5.703163,12.05764,-1
A human child pips a hand gun.,6.176582,8.538255,-2
Bunny will be massaging Duncan.,6.239944,11.739775,1
A fish will suspire a parrot.,6.223157,9.377572,-2
Sara was painting a ship berth.,6.060839,9.742553,2
Some unnildecium is firing.,7.00426,13.02365,2
A domestic dog swoped a cutting device with a retail store.,6.027398,11.090715,1
A human will disburse Roland.,7.809659,8.862748,-2
Who was not controlling Conan?,7.300407,11.890592,2
8 human children smell with a masseteric artery.,6.415085,10.96987,-2
A guide book drinks some skimmed milk.,5.988346,10.003614,-1
8 human children envisages a probability attribute.,8.14392,11.829172,1
Who waters a basement?,7.544644,10.892259,2
A domestic dog will protect a barrier.,5.97495,9.590354,2
A parrot perceives a biological process.,5.249767,9.062689,1
A platelet ironed a paper.,6.741916,11.379345,-2
5 human children look for a a greeting.,7.13369,11.206917,1
A human child will dodge a hydrometer.,6.345983,11.388536,1
Who was slicing zero left metatarsal 1 bones with a blade?,5.84149,13.187132,-3
A DVD will bear the hole.,6.733459,10.418917,1
Roger canvass a surface ground area.,7.573311,10.430385,2
A human baby is peeling a skin from a clostridium perfringens.,3.722412,8.325897,-2
A steering column lock will be suffering a bronchial artery an auditorium.,5.6548,14.504606,-3
A family group will evacuate from a residence.,5.007446,6.454417,2
Roy poured some skimmed milk into a bottle.,4.837651,10.397797,2
A buffalo dumps some sheep milk.,7.616694,11.964502,-2
A gun cylinder inflated with the gas.,6.251557,10.12514,2
A crustacean doesn't add some sodium lactate.,5.51942,9.464161,1
Some mutton will be comminuting a cabbage plant.,5.824863,9.687212,-3
Four human children were not skinning an eyelid from a sheep.,5.464663,9.367103,2
A ship berth lost a ships hull.,6.687543,9.917059,2
A self powered road vehicle will support an alveolus a saint louis encephalitis virus.,5.123527,8.739675,-3
A cheetah substitutes a bottle for a court room.,5.081936,10.885941,-2
A human adult is slicing a tricep with a blade.,4.759432,8.981129,2
Walter transforms a constant quantity.,7.140473,10.312902,2
A hospital organization protects a lid.,7.562142,9.566673,1
A hen imbibes 15.3 united states gallons of wine.,4.962048,12.497901,1
A human will be soldering some steel.,5.448656,8.325897,2
A wool won't be roughenning a non flowering plant.,6.286961,11.425175,-2
A virus single stranded reveals a fungus.,7.392409,11.567795,1
A bridge was financing 5 medial femoral circumflex descending superficial branch arterys a military installation.,6.686912,14.545323,-3
A human adult was sculpting a shrimp.,6.078638,11.11544,2
Some steam will be boiling.,6.505397,7.678259,2
A man will be pipping a M3M.,5.901856,9.286743,-1
Roger is breathing a marriage certificate.,7.386302,10.753893,-1
A human will be playing.,5.897763,7.419597,2
Who will reveal a weather forecast to an airport by runway surface?,6.040938,9.221458,-1
A humerus is dividing from a left intermediate foot phalanx IV bone.,5.667715,11.425801,-1
A constant quantity will strengthen.,7.448941,9.167717,2
Kellie will be vandalising 18.4 cups of stimulant drug.,5.342288,13.268714,1
A government has not assailed.,6.341712,8.251188,2
A human will evince a tire to a man.,5.854132,10.972775,1
A viral disease infects a neisseria gonorrhoeae.,3.697188,9.179192,2
A human was comparing a dvd player.,6.466611,11.215336,2
Who controlled Yvonne?,5.951219,7.917111,2
A domestic dog will bray 8 beetss.,6.913835,11.164562,-1
A vulture isn't nodding a left radius.,6.651217,13.406961,-1
A human child was reading a a message.,6.175268,9.937275,2
A bird watches at a turkey bird.,6.243946,8.611206,2
A human adult was performing.,6.763529,7.372944,2
A balloon inflated with a coffea arabica.,5.629139,9.685719,1
Five human children question Susan.,8.442606,10.400074,2
A viral disease will infect a salmonella typhimurium.,3.971636,8.345729,1
A child-care service is not damaging a place of commerce.,5.82994,9.73186,2
Who finds a skull?,6.657705,9.654814,2
6 human children shoot a shot gun.,7.117029,9.810123,2
Mitchell regards at an electrocardiogram.,5.259763,10.690188,-1
A mammal was not spraying some skimmed milk.,5.740043,11.042698,2
A domestic animal drinks some two percent milk.,6.799384,9.904366,2
Who has not planned a comparing?,6.676736,7.87522,2
A crocodile is burying a deep circumflex iliac artery.,4.673856,11.978861,-2
A goose hears a barking.,6.079418,10.878013,2
A tuna doesn't reexamine at some mussel.,6.02421,12.453738,-3
A vertebrate will not catch an eukaryotic cell.,4.102431,8.395829,2
A human child took some substance.,6.772567,8.325897,2
An Evangelical fellowship of congregational churches will be converting a Methodist church for a business center.,4.642445,10.700389,2
Nicholas will not be envisaging a south slavic language.,5.481493,10.46324,2
A deity commands Patrick.,8.874272,10.985162,2
A human befriends a man.,6.473832,8.646447,2
A human child is not producing a measuring device.,5.633002,10.609456,2
A human adult will be posting a collarbone to a nursery.,6.160999,11.799768,2
Douglas isn't painting a cabbage plant.,6.149281,11.436315,2
A human will be reproducing a viral core.,5.537252,9.480684,-1
Six human children voted.,8.348493,8.963557,2
An unit of information was decreasing.,6.918442,10.838876,2
A printer combined with some benzodiazepine.,5.119381,11.871701,-1
Milton will be construing a factual text.,6.105413,10.857347,2
Judith was visitting a vocational school to a Union of evangelical churches.,5.70848,11.98423,-1
A retail store refinanced a mortgage.,5.558729,10.110365,2
A human planned an operation planning.,7.158296,9.416476,2
A football team was interchanging an infantry unit for a geopolitical area.,5.375443,10.748653,1
An animal switched a flowering plant with a legislative organization.,6.689687,13.983276,-2
An outboard engine will choke a locomotive.,5.307307,9.653873,-2
A human will combine with 12 ton masss of francium.,5.975622,10.14078,1
A cattle isn't seeing a black cherry tree.,5.848731,11.461644,2
Nine human adults doesn't break a text document.,7.060407,11.668762,1
A human child injects some tranexamic acid into a puppy.,4.707834,10.423744,2
A human gives 5 currency bills to a human adult.,5.189677,9.9233,2
Who commands Lilita?,6.617857,8.495171,2
A livestock will hunt a cattle.,6.785516,9.030231,2
Zero humans farmed a grape vine.,7.245666,11.968886,1
Gladys was helping Sylvia.,6.016529,9.294086,2
Melvin will disburse Allan.,7.389384,9.463591,-2
A human youth ate some tofu.,7.075039,10.049856,2
A hepatitisB virus passes some urine from a kidney.,6.72318,11.896242,2
6 octopi catches a turbine.,8.442062,10.524461,1
5 human adults will dredge a territorial sea.,6.952188,11.280079,2
Four human babys doesn't perform.,8.776334,14.396838,2
A human baby reproduces 4 applications.,6.442229,12.895531,-1
Who was pointing 9 hamate bones with a gear tooth?,6.367241,13.173525,-1
Seven rodents run a kangaroo.,7.12558,11.219383,-3
Frances will vandalise a forehead.,6.649424,12.815691,2
Some ice is freezing.,6.212569,7.650125,2
Doreen was binding a plant stem to a plant root.,5.087229,7.514648,2
Stanley canvass a place of worship.,5.643103,9.871709,2
Constance pointed a telephone with an oboe.,5.959756,10.278051,2
A human plans a sexual reproduction.,6.652767,8.874115,2
A human adult will iron a Bone.,7.822804,11.029917,-2
A human child will be reproducing some dough.,6.188812,12.021186,1
A water vehicle will work.,6.505938,8.022399,2
A human is not bringing Alcyon to a tea plant.,5.776993,9.917926,2
A human youth canvased some Spelt flour.,7.828173,12.250517,1
A human child treats a lambskin.,5.463818,9.26368,2
A cub doesn't draw an arm.,6.16527,10.886357,2
A human adult was not fishing a tuna.,6.522579,8.325897,2
An OHP transparency is frosting.,7.92115,13.229895,-1
A six cylinder engine will not be combining with a railroad track.,4.973511,11.013894,2
A human adult was comparing an ethnic group.,6.21131,9.0586,2
An invertebrate was comprehending an eye.,5.322747,6.593222,1
A carnivore has not protected a kitten.,5.54847,9.566255,2
A hoofed mammal will be hearing a thunder.,5.48288,9.70904,2
5 gastropods pulled some aloe vera gel.,5.657988,9.689246,-2
A human adult purchases a cauliflower a computer password.,7.114571,10.58173,1
A corporation will share some petroleum lubricant a transportation company.,6.530512,10.53983,-1
Judy destines a human adult to accomplish a terminating employment.,6.735288,14.352105,1
Maurice reads a a report.,5.935676,9.401785,1
Eight humans acquires from an art school a human adult.,6.542497,10.384838,1
A company- military assails.,8.624822,10.885027,2
Zero human children pestles a lyrics.,9.522225,13.075767,-2
A viral disease has not infected a variola minor.,5.826519,9.179192,-1
Two human babys befriend Claudia.,8.585056,13.234903,2
A human was classing a finite set.,6.074148,9.101404,2
A human adult toys.,7.859465,8.325897,-1
A medulla matches a Snellen chart a ship deck.,6.649891,11.776259,-1
8 humans will be befriending Gloria.,6.752582,13.020929,2
A heavy machine gun platoon was attacking.,4.583813,7.346803,2
Some industrial alcohol was poisonning a coffea arabica.,6.707673,12.290707,2
A human child pressed a costae verae.,7.477676,11.609146,2
A stage coach reproduced a cannula.,7.799293,13.000711,2
A hominid isn't running Frederick.,6.562552,10.794946,1
A gastropod catches at a cabbage.,5.592984,9.445922,1
A baptistsamfundet doesn't ascertain.,6.446786,12.124052,1
A human doesn't store a christian bible.,6.274057,8.857231,2
