sentence,n_tokens,avg_nll,p95,p99,max_surp,spike_frac_35,spike_frac_50,run_norm_35,uniq_token_ratio,rep_1gram,rep_2gram,top1_prob_mean,top1_minus_true_mean,punct_ratio,digit_ratio,upper_ratio,paren_imbalance_abs,bracket_imbalance_abs,human_label
A human conveys with Mildred.,8,6.635681,9.546875,9.546875,16.390625,0.75,0.5,0.375,1,0,0,0.188721,0.133423,0.034483,0,0.068966,0,0,2
Three humans was transforming a physical quantity.,8,7.929688,10.671875,10.671875,12.71875,1,0.75,1,1,0,0,0.177612,0.171143,0.02,0,0.02,0,0,2
Five human children are treating an art studio.,9,6.531684,8.6875,8.6875,11.976562,0.777778,0.555556,0.444444,1,0,0,0.161255,0.144165,0.021277,0,0.021277,0,0,2
Zero humans borrowed from 0 shoulder blades null.,10,7.961133,13.601562,13.601562,14.5,0.7,0.5,0.3,1,0,0,0.151001,0.118286,0.020408,0.020408,0.020408,0,0,-3
UNK_FAC_3 bombs a summary.,9,8.193142,14.3125,14.3125,16.3125,0.888889,0.444444,0.555556,1,0,0,0.175415,0.159058,0.115385,0.038462,0.230769,0,0,-3
A radial branches in the forearm won't be inflating with the gas.,15,5.752702,12.960938,12.960938,14.5,0.666667,0.4,0.266667,0.933333,0,0,0.229004,0.141968,0.030769,0,0.015385,0,0,0
Paula designed an organism.,6,7.417318,10.734375,10.734375,12.210938,0.833333,0.666667,0.666667,1,0,0,0.145264,0.13208,0.037037,0,0.037037,0,0,2
4 human adults compounded with a hijab.,9,7.028537,12.25,12.25,15.21875,0.555556,0.555556,0.444444,1,0,0,0.196411,0.13147,0.025641,0.025641,0,0,0,-1
Hilda doesn't vandalise a dam.,9,5.992079,9.742188,9.742188,14.46875,0.666667,0.666667,0.333333,1,0,0,0.251221,0.156006,0.066667,0,0.033333,0,0,2
A human child is not bringing a travel container to a LCAC.,14,6.071429,12.226562,12.226562,13.21875,0.642857,0.571429,0.214286,0.928571,0,0,0.200684,0.141113,0.016949,0,0.084746,0,0,0
Zero humans lends a computer input device to null.,10,7.971387,12.609375,12.609375,14.125,0.8,0.7,0.3,1,0,0,0.224121,0.190186,0.02,0,0.02,0,0,-3
Four humans will be reproducing a DNA virus.,10,5.397777,10.617188,10.617188,11.46875,0.7,0.4,0.3,1,0,0,0.265869,0.124878,0.022727,0,0.090909,0,0,2
A monkey replaces a cell for a TV.,9,6.280436,10.21875,10.21875,10.78125,0.777778,0.555556,0.333333,0.888889,0,0,0.268311,0.182495,0.029412,0,0.088235,0,0,2
Who doesn't farm a non flowering plant?,9,5.843967,10.984375,10.984375,14.015625,0.555556,0.444444,0.444444,1,0,0,0.296875,0.217041,0.051282,0,0.025641,0,0,2
A human examines a hominid.,8,5.340515,9.429688,9.429688,12.945312,0.625,0.5,0.375,1,0,0,0.34082,0.10791,0.037037,0,0.037037,0,0,2
A human is not inheritting a body part.,10,5.772852,9.1875,9.1875,12.914062,0.6,0.4,0.3,1,0,0,0.228516,0.201782,0.025641,0,0.025641,0,0,2
Zero human children will not seat a human child to a 10 common iliac arterys.,19,6.146793,12.65625,12.65625,12.664062,0.684211,0.473684,0.315789,0.894737,0,0,0.237427,0.18689,0.012987,0.025974,0.012987,0,0,0
An organization of nations doesn't replace a nuclear weapon production facility for a Facility.,16,5.609436,10.523438,10.523438,13.609375,0.625,0.5625,0.125,0.9375,0,0,0.207275,0.160767,0.021053,0,0.021053,0,0,2
Zero bipeds reveal a cell internal membrane group.,10,8.016797,10.78125,10.78125,14.148438,0.9,0.7,0.5,1,0,0,0.162964,0.153076,0.02,0,0.02,0,0,0
A llama will be dumping a public park.,9,6.556641,12.648438,12.648438,13.03125,0.777778,0.555556,0.333333,1,0,0,0.203003,0.174683,0.026316,0,0.026316,0,0,-2
Monica pestles an Aegilops Speltoides.,14,5.196372,8.703125,8.703125,15.992188,0.642857,0.642857,0.428571,1,0,0,0.363525,0.081726,0.026316,0,0.078947,0,0,2
A maize grain reached a duck.,7,7.103516,12.359375,12.359375,13.46875,0.714286,0.428571,0.571429,1,0,0,0.182129,0.157349,0.034483,0,0.034483,0,0,2
Some caesium doesn't fire.,7,6.800363,9.773438,9.773438,10.40625,0.857143,0.714286,0.571429,1,0,0,0.282471,0.216187,0.076923,0,0.038462,0,0,2
Some methanol doesn't poison 5 salmonella typhis.,13,5.888709,10.367188,10.367188,11.46875,0.692308,0.615385,0.307692,1,0,0,0.247314,0.178833,0.040816,0.020408,0.020408,0,0,1
A human child peels two skins from a microorganism.,13,5.259443,9.671875,9.671875,11.109375,0.692308,0.461538,0.538462,1,0,0,0.307617,0.159912,0.019608,0,0.019608,0,0,2
Some beef melts.,4,8.827148,11.296875,11.296875,11.453125,1,0.75,1,1,0,0,0.252197,0.250244,0.0625,0,0.0625,0,0,2
A salmonella typhimurium killed 2 intracellular enveloped virion vaccinias.,21,4.220416,10.460938,10.460938,11.164062,0.47619,0.285714,0.142857,1,0,0,0.466309,0.2052,0.013333,0.013333,0.013333,0,0,0
A human child is forgiving a LAV-25 to null.,13,6.442118,12.335938,12.335938,13.460938,0.846154,0.615385,0.384615,1,0,0,0.306396,0.21106,0.045455,0.045455,0.090909,0,0,-3
A human won't be performing.,7,5.895787,8.328125,8.328125,11.015625,0.714286,0.571429,0.428571,1,0,0,0.246582,0.180298,0.071429,0,0.035714,0,0,2
A prokaryotic cell brays a mitochondrion.,13,4.311532,9.15625,9.15625,12.703125,0.461538,0.384615,0.230769,1,0,0,0.378418,0.069336,0.02439,0,0.02439,0,0,-2
A FGBMFI charges.,7,6.795707,9.945312,9.945312,14.375,0.857143,0.571429,0.571429,1,0,0,0.219727,0.082153,0.058824,0,0.411765,0,0,0
An ulcer will be roughenning some wood.,10,6.772266,9.359375,9.359375,10.664062,0.8,0.8,0.5,1,0,0,0.162598,0.145508,0.025641,0,0.025641,0,0,-1
Who is combining with 3.9220 ton masss of mycotoxin?,18,5.36971,9.796875,9.796875,12.5,0.5,0.444444,0.277778,1,0,0,0.170776,0.094543,0.038462,0.096154,0.019231,0,0,1
A human adult ideates a volcanic cone.,9,6.656901,11.484375,11.484375,13.914062,0.777778,0.444444,0.555556,1,0,0,0.168701,0.152832,0.026316,0,0.026316,0,0,2
10 human children were kicking a right intermediate foot phalanx IV bone with a foot.,18,6.433019,12.5,12.5,14.078125,0.722222,0.555556,0.277778,0.888889,0,0,0.182495,0.085632,0.011765,0.023529,0.023529,0,0,2
Who was subjecting some blood type o to null?,11,6.937145,11.585938,11.585938,12.140625,0.909091,0.727273,0.727273,1,0,0,0.237061,0.224976,0.022222,0,0.022222,0,0,-3
A human sorts a non null set.,8,7.780029,13.132812,13.132812,15.367188,0.875,0.625,0.5,1,0,0,0.224854,0.213379,0.034483,0,0.034483,0,0,-3
A fish imbibes some skimmed milk.,10,4.966992,11.164062,11.164062,11.570312,0.6,0.3,0.4,1,0,0,0.34082,0.154175,0.030303,0,0.030303,0,0,-2
A human exhibits a global cross_functional team to null.,12,7.616252,12.117188,12.117188,17.921875,0.833333,0.666667,0.333333,1,0,0,0.230957,0.170044,0.035714,0,0.017857,0,0,-3
A human child is cleaning a daikon.,9,5.944227,11.742188,11.742188,13.046875,0.555556,0.444444,0.333333,1,0,0,0.262451,0.192017,0.028571,0,0.028571,0,0,2
A voluntary muscle will be leaving a maritime claim area.,11,7.426491,12.109375,12.109375,13.851562,0.727273,0.636364,0.363636,1,0,0,0.171387,0.150757,0.017544,0,0.017544,0,0,-1
A human runs Rita.,5,9.233594,10.601562,10.601562,18.21875,1,0.6,1,1,0,0,0.14209,0.137695,0.055556,0,0.111111,0,0,0
A human child was cleaning a projection slide.,9,6.64388,11.507812,11.507812,13.632812,0.666667,0.555556,0.333333,1,0,0,0.188965,0.160645,0.021739,0,0.021739,0,0,2
A human watered a maple tree.,8,5.724274,8.71875,8.71875,9.414062,0.75,0.5,0.75,1,0,0,0.222168,0.104675,0.034483,0,0.034483,0,0,2
Harold will inject some penicillin into a human child.,13,4.894012,10.695312,10.695312,11.117188,0.461538,0.461538,0.153846,1,0,0,0.277344,0.113464,0.018519,0,0.018519,0,0,2
A physiologic process damaged a cholecyst.,11,5.381054,11.140625,11.140625,11.414062,0.636364,0.545455,0.363636,1,0,0,0.337891,0.192993,0.02381,0,0.02381,0,0,2
Lilita was indicating a wing with a knock light.,12,6.286784,10.359375,10.359375,13.632812,0.666667,0.583333,0.166667,0.916667,0,0,0.160034,0.103455,0.020833,0,0.020833,0,0,0
5 humans will be voting.,6,6.766439,9.328125,9.328125,13.273438,0.833333,0.666667,0.5,1,0,0,0.188477,0.132812,0.041667,0.041667,0,0,0,2
A public evacuates from a Facility.,8,7.327759,15.554688,15.554688,16.25,0.75,0.5,0.5,1,0,0,0.272217,0.227295,0.028571,0,0.057143,0,0,2
Irene sets a botanical tree.,7,7.479911,9.28125,9.28125,14.414062,0.857143,0.571429,0.428571,1,0,0,0.202515,0.194458,0.035714,0,0.035714,0,0,2
A human submits a river mouth to a human adult.,11,6.197354,11.445312,11.445312,14.398438,0.636364,0.454545,0.272727,0.818182,0,0,0.147095,0.08313,0.021277,0,0.021277,0,0,-2
A human child is toying.,7,6.456194,8.328125,8.328125,9.070312,0.857143,0.714286,0.428571,1,0,0,0.401611,0.366211,0.041667,0,0.041667,0,0,2
A human child will be inoculating Ingrid with a cooling device.,14,5.896205,10.28125,10.28125,11.59375,0.642857,0.571429,0.285714,1,0,0,0.271484,0.226807,0.015873,0,0.031746,0,0,1
Aaron will not be including a non null set.,10,6.243945,10.40625,10.40625,10.9375,0.8,0.6,0.4,1,0,0,0.200806,0.143555,0.023256,0,0.023256,0,0,-3
A human painted a spur gear.,7,7.165737,11.757812,11.757812,12.59375,0.857143,0.571429,0.857143,1,0,0,0.155884,0.145142,0.035714,0,0.035714,0,0,2
Mitchell immunises Max with a clutch.,9,7.513563,10.796875,10.796875,16.109375,0.666667,0.666667,0.333333,1,0,0,0.286865,0.209961,0.027027,0,0.054054,0,0,-1
A mollusk will hear a fearful voice utterance.,11,6.159979,10.882812,10.882812,12.703125,0.727273,0.545455,0.363636,1,0,0,0.237061,0.191528,0.021739,0,0.021739,0,0,-2
A human adult is not inheritting a saddle.,10,6.766211,11.320312,11.320312,13.328125,0.8,0.5,0.3,1,0,0,0.157715,0.13623,0.02381,0,0.02381,0,0,2
An arthropod finds from a museum.,9,5.310842,8.054688,8.054688,8.953125,0.777778,0.666667,0.333333,1,0,0,0.350586,0.221313,0.030303,0,0.030303,0,0,-1
An escherichia coli0157 h7 will be killing a carnivore.,17,4.514801,11.53125,11.53125,14.539062,0.470588,0.352941,0.176471,0.941176,0,0,0.426514,0.083862,0.018182,0.090909,0.018182,0,0,2
A sheep eats some palm oil.,7,6.235491,9.585938,9.585938,11,0.714286,0.428571,0.714286,1,0,0,0.205566,0.19043,0.037037,0,0.037037,0,0,2
Who interviews a man?,5,6.953125,7.753906,7.753906,13.382812,1,0.6,1,1,0,0,0.180664,0.17334,0.047619,0,0.047619,0,0,2
A cow is imbibing some whole milk.,10,4.771094,10.09375,10.09375,10.375,0.5,0.3,0.2,1,0,0,0.29834,0.17627,0.029412,0,0.029412,0,0,2
5 protein synthesis tools will be nearing a Fitbit.,11,7.132147,12.171875,12.171875,13.039062,0.727273,0.636364,0.454545,1,0,0,0.213135,0.159912,0.019608,0.019608,0.019608,0,0,1
A primate was not watching at 5 throat bones.,12,6.367676,10.578125,10.578125,15.96875,0.75,0.5,0.416667,1,0,0,0.15625,0.136719,0.022222,0.022222,0.022222,0,0,-2
A human child doesn't impersonate.,8,5.936647,8.328125,8.328125,12.078125,0.75,0.625,0.5,1,0,0,0.363525,0.171143,0.058824,0,0.029412,0,0,2
3.281 united states gallons of wine won't boil.,12,6.839518,12.1875,12.1875,14.851562,0.666667,0.583333,0.166667,0.916667,0,0,0.235474,0.160156,0.06383,0.085106,0,0,0,2
A sheep plugs a thorax bone.,8,7.04187,11.34375,11.34375,13.601562,0.625,0.5,0.375,1,0,0,0.229492,0.178711,0.035714,0,0.035714,0,0,-2
A human adult is telephoning 8 human adults a satellite phone.,15,5.448535,11.984375,11.984375,13.3125,0.6,0.466667,0.2,0.933333,0,0,0.270508,0.198853,0.016129,0.016129,0.016129,0,0,2
A human child ciphers a physical quantity.,9,6.472222,8.382812,8.382812,9.953125,0.777778,0.666667,0.555556,1,0,0,0.200684,0.172241,0.02381,0,0.02381,0,0,1
A savings and loans sells a permanent crop land a government cabinet.,13,6.583158,12.234375,12.234375,12.835938,0.769231,0.538462,0.538462,0.923077,0,0,0.220459,0.194214,0.014493,0,0.014493,0,0,0
Who is helping Augusta?,5,6.516406,7.753906,7.753906,12.28125,0.6,0.6,0.4,1,0,0,0.166504,0.124512,0.043478,0,0.086957,0,0,2
A head has not killed.,6,6.500651,8.554688,8.554688,9.28125,1,0.666667,1,1,0,0,0.305908,0.301025,0.045455,0,0.045455,0,0,-1
A wholesale store has not sold a series an ascending aorta.,13,6.642578,11.554688,11.554688,11.835938,0.846154,0.615385,0.461538,0.923077,0,0,0.256348,0.231689,0.016949,0,0.016949,0,0,1
A fireplace burns.,4,7.227539,9.15625,9.15625,10.414062,1,0.5,1,1,0,0,0.209106,0.204346,0.055556,0,0.055556,0,0,2
Nine human youths advertised an uniform resource locator to a human youth.,13,6.626578,11.226562,11.226562,13.484375,0.692308,0.538462,0.538462,0.923077,0,0,0.153564,0.111877,0.013514,0,0.013514,0,0,2
A deity will be awarding a drivers license.,10,5.633081,12.898438,12.898438,15.101562,0.5,0.4,0.3,1,0,0,0.32666,0.126221,0.023256,0,0.023256,0,0,1
Who is comparing an artillery battery?,7,6.203683,8.867188,8.867188,12.046875,0.714286,0.571429,0.428571,1,0,0,0.21106,0.175781,0.026316,0,0.026316,0,0,2
Who performs?,3,7.959635,7.753906,7.753906,9.234375,1,1,1,1,0,0,0.235596,0.234985,0.076923,0,0.076923,0,0,2
Amselm plants a grass plant.,8,6.526611,9.101562,9.101562,12.5,0.75,0.625,0.5,1,0,0,0.181396,0.167114,0.035714,0,0.035714,0,0,2
A human was submitting a place descriptor to null.,10,7.122168,13.054688,13.054688,14.226562,0.7,0.6,0.4,1,0,0,0.21814,0.155273,0.02,0,0.02,0,0,-3
An animal anatomical structure is closing.,8,5.809204,10.101562,10.101562,12.695312,0.5,0.5,0.375,1,0,0,0.256104,0.200439,0.02381,0,0.02381,0,0,2
Emma pipped a gatling gun.,9,5.732869,9.578125,9.578125,10.46875,0.777778,0.555556,0.666667,1,0,0,0.272705,0.132324,0.038462,0,0.038462,0,0,-1
Some steam boiled.,4,8.376953,8.773438,8.773438,11.125,1,1,1,1,0,0,0.150391,0.149536,0.055556,0,0.055556,0,0,2
Max is binding a C.V. joint to some suspension.,12,6.182821,11.070312,11.070312,15.28125,0.666667,0.583333,0.25,0.916667,0,0,0.240723,0.161255,0.06383,0,0.06383,0,0,2
A lamb was spraying some patron tequilla.,10,6.732922,12.328125,12.328125,12.40625,0.7,0.5,0.5,1,0,0,0.29541,0.197876,0.02439,0,0.02439,0,0,-2
7 human children was ideating an educational process.,10,7.242383,10.953125,10.953125,12.890625,0.9,0.8,0.9,1,0,0,0.136963,0.124146,0.018868,0.018868,0,0,0,2
A human adult has not raised.,7,6.662388,8.335938,8.335938,9.421875,0.857143,0.714286,0.428571,1,0,0,0.156494,0.141357,0.034483,0,0.034483,0,0,2
A left atrium will be stealing a body vessel from a Normisjon.,16,6.84552,14.085938,14.085938,14.585938,0.625,0.5625,0.1875,0.9375,0,0,0.265137,0.22229,0.016129,0,0.032258,0,0,-2
A crematorium partakes a pelt a worker insect.,12,7.568278,12.257812,12.257812,12.53125,0.916667,0.75,0.75,0.916667,0,0,0.361328,0.342529,0.021739,0,0.021739,0,0,-2
A human will be processing a robot.,8,5.687744,8.328125,8.328125,9.742188,0.75,0.5,0.375,1,0,0,0.163818,0.142334,0.028571,0,0.028571,0,0,2
Three human children were paying a human child.,9,5.785807,9.117188,9.117188,11.679688,0.555556,0.555556,0.333333,0.888889,0,0,0.193115,0.150269,0.021277,0,0.021277,0,0,2
A credit union doesn't replace a registered bond for a Christian brethren.,14,5.666678,10.367188,10.367188,10.96875,0.642857,0.5,0.214286,0.928571,0,0,0.305908,0.227539,0.027027,0,0.027027,0,0,2
A human will not be loaning a vocal fold to null.,13,6.215294,11.296875,11.296875,15.132812,0.692308,0.538462,0.230769,1,0,0,0.330811,0.273926,0.020408,0,0.020408,0,0,-3
A human is uploading a computer file.,8,5.117432,8.328125,8.328125,11.21875,0.625,0.25,0.5,1,0,0,0.216919,0.176025,0.027027,0,0.027027,0,0,2
A domestic animal will be nodding 8 left atria.,13,6.318763,10.507812,10.507812,16.28125,0.692308,0.538462,0.307692,1,0,0,0.276855,0.176025,0.021277,0.021277,0.021277,0,0,-1
A car seat was not working.,7,4.988839,5.636719,5.636719,7.074219,1,0.428571,1,1,0,0,0.206177,0.195312,0.037037,0,0.037037,0,0,2
Who was reding a test form?,8,6.75,8.046875,8.046875,10.820312,1,0.625,1,1,0,0,0.15979,0.151978,0.037037,0,0.037037,0,0,-1
A forty foot half height container roughens 1.775 slugs of synthetic wicker.,19,6.255667,11.5625,11.5625,14.046875,0.684211,0.473684,0.473684,0.947368,0,0,0.182983,0.109192,0.026316,0.052632,0.013158,0,0,0
Three human children were befriending Adam.,9,5.925583,9.617188,9.617188,9.65625,0.666667,0.555556,0.333333,1,0,0,0.363037,0.232788,0.023256,0,0.046512,0,0,2
Who steals a gene from a radiological weapon?,10,5.920996,10.554688,10.554688,11.585938,0.5,0.5,0.2,0.9,0,0,0.218018,0.179565,0.022222,0,0.022222,0,0,1
Alan doesn't compare an entertainment company.,8,7.196838,10.039062,10.039062,10.109375,0.875,0.625,0.625,1,0,0,0.250732,0.171753,0.043478,0,0.021739,0,0,2
A throat will radiate six narrative texts six cereal grains.,12,7.422315,11.921875,11.921875,14.070312,0.833333,0.666667,0.5,0.916667,0,0,0.193481,0.104187,0.016667,0,0.016667,0,0,0
A human adult stole a message from a nonprofit organization.,11,5.552246,10.0625,10.0625,14.289062,0.545455,0.454545,0.363636,0.909091,0,0,0.224121,0.079773,0.016667,0,0.016667,0,0,2
Laura was searching for a a physical address.,9,5.509684,8.882812,8.882812,10.085938,0.777778,0.555556,0.444444,0.888889,0.125,0,0.307861,0.159546,0.022222,0,0.022222,0,0,2
Eileen is computing an unit of frequency.,9,6.457682,10.84375,10.84375,13.890625,0.888889,0.555556,0.888889,1,0,0,0.183594,0.160645,0.02439,0,0.02439,0,0,2
Florence was toying.,6,5.904622,7.265625,7.265625,10.4375,0.833333,0.666667,0.666667,1,0,0,0.356689,0.274414,0.05,0,0.05,0,0,2
Who presented zero pay checks?,6,7.658529,10.84375,10.84375,11.25,1,0.666667,1,1,0,0,0.243652,0.237427,0.033333,0,0.033333,0,0,2
A criminal gang protects a mobile residence.,8,7.009277,11.851562,11.851562,12.15625,0.875,0.5,0.5,1,0,0,0.205566,0.184937,0.022727,0,0.022727,0,0,2
A cantilever object turns.,7,5.759641,9.859375,9.859375,11.078125,0.714286,0.571429,0.428571,1,0,0,0.399902,0.164917,0.038462,0,0.038462,0,0,2
A vine interchanged a gulf for a lake region.,12,5.831787,10.515625,10.515625,10.78125,0.75,0.583333,0.583333,0.916667,0,0,0.283447,0.224609,0.022222,0,0.022222,0,0,-1
A human doesn't transform a function quantity.,9,6.605794,9.25,9.25,11.976562,0.888889,0.555556,0.555556,1,0,0,0.297119,0.254639,0.043478,0,0.021739,0,0,2
4 carnivores attacks.,5,7.751563,9.601562,9.601562,15.289062,0.8,0.8,0.4,1,0,0,0.21936,0.136841,0.047619,0.047619,0,0,0,2
Max doesn't grow eight cabbage plants.,8,6.866516,10.882812,10.882812,11.570312,0.625,0.625,0.375,1,0,0,0.253906,0.162231,0.052632,0,0.026316,0,0,2
A mosquito runs a crustacean.,8,5.876122,11.085938,11.085938,13.796875,0.5,0.375,0.375,1,0,0,0.303467,0.144287,0.034483,0,0.034483,0,0,-2
A salvation army mission will be losing some fermium.,11,6.575373,14.820312,14.820312,17.015625,0.727273,0.454545,0.363636,1,0,0,0.224365,0.180054,0.018868,0,0.018868,0,0,1
Five humans will not be stealing a police facility from a public.,13,6.014085,9.71875,9.71875,10.914062,0.692308,0.615385,0.307692,0.923077,0,0,0.197388,0.148071,0.015385,0,0.015385,0,0,2
A human interpreted a biography.,6,7.556641,9.8125,9.8125,13.679688,1,0.666667,1,1,0,0,0.161255,0.154175,0.03125,0,0.03125,0,0,2
Who doesn't raise 10 hominids?,10,5.247852,12.007812,12.007812,13,0.4,0.4,0.2,1,0,0,0.334229,0.220703,0.066667,0.066667,0.033333,0,0,2
An egg yolk will melt.,7,5.256453,6.398438,6.398438,7.796875,0.857143,0.714286,0.428571,1,0,0,0.288818,0.143921,0.045455,0,0.045455,0,0,2
A human child recalls a taxonomy.,7,7.919643,10.140625,10.140625,14.90625,1,0.714286,1,1,0,0,0.321045,0.317139,0.030303,0,0.030303,0,0,2
A human understood two factual texts.,7,7.650949,10.664062,10.664062,11.796875,0.857143,0.714286,0.857143,1,0,0,0.177002,0.165161,0.027027,0,0.027027,0,0,2
Maurice will be creating a name.,9,4.82373,8.320312,8.320312,8.609375,0.666667,0.555556,0.222222,1,0,0,0.231445,0.103882,0.03125,0,0.03125,0,0,2
Walter steals some fat tissue from a military service.,11,6.133456,9.789062,9.789062,12.492188,0.818182,0.545455,0.545455,1,0,0,0.211182,0.124573,0.018519,0,0.018519,0,0,1
3 cereal grass plants will sell a british pound coin a book publisher.,14,7.141462,12.6875,12.6875,15.09375,1,0.857143,1,0.928571,0,0,0.204346,0.20105,0.014286,0.014286,0,0,0,0
A salvation army mission will select the ferry boat.,10,6.557031,11.921875,11.921875,14.820312,0.8,0.4,0.3,1,0,0,0.153687,0.131348,0.019231,0,0.019231,0,0,2
A human compared an Evangeliska Frikyrkan church.,12,5.686331,11.695312,11.695312,11.773438,0.666667,0.583333,0.583333,1,0,0,0.429688,0.201904,0.020408,0,0.061224,0,0,2
A vertebrate dreams.,5,6.497705,12.210938,12.210938,12.273438,0.6,0.4,0.4,1,0,0,0.279785,0.131104,0.05,0,0.05,0,0,2
A chain will not compound with an involuntary muscle.,10,6.349121,11.78125,11.78125,12.648438,0.7,0.5,0.3,1,0,0,0.223145,0.197144,0.018868,0,0.018868,0,0,1
A human wasn't reproducing a satellite phone.,10,6.33821,12.390625,12.390625,13.257812,0.7,0.5,0.3,1,0,0,0.286133,0.135864,0.044444,0,0.022222,0,0,2
A fungal agent is uncovering 7.5 kilograms of botulinum toxin.,17,4.416696,10.945312,10.945312,11.835938,0.529412,0.352941,0.176471,0.941176,0,0,0.411865,0.153076,0.032258,0.032258,0.016129,0,0,1
A vine isn't drawing some silicon.,8,7.303467,11.226562,11.226562,11.335938,0.875,0.625,0.5,1,0,0,0.320312,0.276611,0.058824,0,0.029412,0,0,2
